Cluster_ID,Longitude,Latitude,Number_Of_Points
96,-73.98525499999998,40.759462,132
96,-73.98530499999998,40.759677,132
96,-73.985313,40.759515,132
96,-73.98545199999998,40.759603,132
96,-73.9855,40.759317,132
96,-73.98500199999998,40.759387,132
96,-73.98541299999998,40.759457,132
96,-73.985507,40.759558,132
96,-73.9855,40.759683,132
96,-73.98547,40.75982,132
96,-73.985479,40.759856,132
96,-73.985713,40.759617,132
96,-73.985567,40.759108,132
96,-73.9856,40.759095,132
96,-73.985645,40.760048,132
96,-73.985478,40.760152,132
96,-73.985633,40.75891,132
96,-73.985612,40.759011,132
96,-73.985433,40.758897,132
96,-73.985827,40.758899,132
96,-73.98575599999998,40.760101,132
96,-73.98569999999998,40.760262,132
96,-73.985633,40.760154,132
96,-73.985213,40.760282,132
96,-73.985404,40.760305,132
96,-73.985313,40.760248,132
96,-73.98522699999998,40.76027,132
96,-73.985888,40.758794,132
96,-73.985725,40.758625,132
96,-73.985557,40.758647,132
96,-73.985472,40.758725,132
96,-73.985448,40.758756,132
96,-73.98548499999998,40.758808,132
96,-73.98515,40.758955,132
96,-73.985293,40.758863,132
96,-73.985293,40.758855,132
96,-73.985898,40.758648,132
96,-73.985973,40.758798,132
96,-73.98572799999998,40.760391,132
96,-73.985207,40.760402,132
96,-73.98513699999998,40.760307,132
96,-73.985021,40.760155,132
96,-73.985791,40.758536,132
96,-73.986084,40.758595,132
96,-73.986097,40.758643,132
96,-73.985977,40.758475,132
96,-73.985338,40.75854,132
96,-73.985303,40.758493,132
96,-73.985195,40.759152,132
96,-73.98626,40.758843,132
96,-73.98626799999998,40.758751,132
96,-73.98595,40.760533,132
96,-73.98587,40.760529,132
96,-73.98500099999998,40.760614,132
96,-73.984942,40.760129,132
96,-73.985033,40.76001,132
96,-73.984907,40.760025,132
96,-73.98634199999998,40.758725,132
96,-73.986215,40.758425,132
96,-73.986191,40.758344,132
96,-73.986343,40.758707,132
96,-73.9863,40.758805,132
96,-73.98635199999998,40.758754,132
96,-73.985934,40.758266,132
96,-73.98509799999998,40.758562,132
96,-73.985191,40.758387,132
96,-73.98634199999998,40.758892,132
96,-73.986481,40.759021,132
96,-73.986247,40.758998,132
96,-73.984896,40.760658,132
96,-73.984767,40.760499,132
96,-73.984903,40.760819,132
96,-73.98470399999998,40.760239,132
96,-73.984948,40.759821,132
96,-73.984812,40.759743,132
96,-73.986574,40.758889,132
96,-73.98621699999998,40.758267,132
96,-73.98608199999998,40.758092,132
96,-73.986543,40.758498,132
96,-73.985685,40.758236,132
96,-73.984817,40.75859,132
96,-73.984888,40.758532,132
96,-73.98491799999998,40.758432,132
96,-73.986598,40.75896,132
96,-73.986087,40.759114,132
96,-73.98492799999998,40.760945,132
96,-73.984623,40.760545,132
96,-73.98456299999998,40.760282,132
96,-73.98467999999998,40.760343,132
96,-73.984575,40.76011,132
96,-73.984584,40.760132,132
96,-73.984589,40.75864,132
96,-73.98462499999998,40.758637,132
96,-73.98480999999998,40.7584,132
96,-73.986823,40.759123,132
96,-73.98519799999998,40.761065,132
96,-73.98475399999998,40.761089,132
96,-73.98443,40.760644,132
96,-73.98430999999998,40.759979,132
96,-73.984572,40.758882,132
96,-73.984487,40.758912,132
96,-73.98446,40.758903,132
96,-73.984702,40.758168,132
96,-73.98537799999998,40.761056,132
96,-73.985235,40.761102,132
96,-73.985335,40.760878,132
96,-73.985375,40.761102,132
96,-73.984138,40.759877,132
96,-73.984198,40.759725,132
96,-73.98411799999998,40.760116,132
96,-73.984075,40.760065,132
96,-73.984673,40.759016,132
96,-73.985533,40.760909,132
96,-73.985483,40.760922,132
96,-73.98393299999998,40.760047,132
96,-73.98478299999998,40.759265,132
96,-73.984719,40.759307,132
96,-73.98568199999998,40.76091,132
96,-73.98368499999998,40.760017,132
96,-73.983714,40.759864,132
96,-73.983507,40.760217,132
96,-73.98345899999998,40.759913,132
96,-73.98369499999998,40.760305,132
96,-73.983734,40.759703,132
96,-73.98357799999998,40.759717,132
96,-73.98330199999998,40.760153,132
96,-73.98358299999998,40.760546,132
96,-73.98361199999998,40.760526,132
96,-73.98389899999998,40.760425,132
96,-73.983503,40.759561,132
96,-73.98350999999998,40.760697,132
96,-73.983457,40.760552,132
