Cluster_ID,Longitude,Latitude,Number_Of_Points
190,-73.971069,40.750879,41
190,-73.971069,40.750879,41
190,-73.971213,40.7507,41
190,-73.9711,40.751065,41
190,-73.971337,40.751001,41
190,-73.970877,40.751095,41
190,-73.97128999999998,40.751028,41
190,-73.971323,40.751227,41
190,-73.971045,40.751258,41
190,-73.97095,40.75123,41
190,-73.97141,40.750747,41
190,-73.97148,40.750977,41
190,-73.97144,40.75122,41
190,-73.9709,40.751373,41
190,-73.97071699999998,40.751412,41
190,-73.97151599999998,40.75068,41
190,-73.970675,40.751486,41
190,-73.970708,40.751538,41
190,-73.971613,40.750423,41
190,-73.971492,40.750428,41
190,-73.971638,40.750487,41
190,-73.970687,40.751757,41
190,-73.971626,40.750168,41
190,-73.971703,40.75042,41
190,-73.971608,40.750308,41
190,-73.97168499999998,40.750201,41
190,-73.971767,40.750292,41
190,-73.97095899999998,40.751817,41
190,-73.970749,40.751875,41
190,-73.970512,40.751896,41
190,-73.97093099999998,40.751778,41
190,-73.971548,40.749985,41
190,-73.971027,40.751665,41
190,-73.970597,40.752087,41
190,-73.970775,40.752125,41
190,-73.9704,40.752025,41
190,-73.970477,40.752033,41
190,-73.97028199999998,40.752042,41
190,-73.97033299999998,40.752288,41
190,-73.970284,40.75253,41
190,-73.970201,40.752367,41
